APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,date
Sangrampur-Varvatbakal,Gram,201,4638,5717,5383,2016-05
Sangrampur-Varvatbakal,Green Gram,84,4990,5615,5380,2016-05
Sangrampur-Varvatbakal,Pigeon Pea (Tur),557,7342,8567,8133,2016-05
Sangrampur-Varvatbakal,Soybean,123,3086,3580,3320,2016-05
Shegaon,Bajri,1,1000,1000,1000,2015-05
Shegaon,Wheat(Husked),910,1189,1500,1461,2015-05
Shegaon,Wheat(Husked),736,1532,1827,1633,2016-05
Shegaon,Sorgum(Jawar),996,1016,1233,1127,2015-05
Shegaon,Sorgum(Jawar),702,1323,1446,1378,2016-05
Shegaon,Maize,53,998,1065,1032,2015-05
Shegaon,Maize,70,1154,1154,1154,2016-05
Shegaon,Gram,1184,3917,4481,4214,2015-05
Shegaon,Gram,1505,5167,5648,5475,2016-05
Shegaon,Green Gram,91,7050,7410,7220,2015-05
Shegaon,Green Gram,27,6720,6720,6720,2016-05
Shegaon,Pigeon Pea (Tur),2192,5358,7060,6290,2015-05
Shegaon,Pigeon Pea (Tur),1905,8008,8782,8623,2016-05
Shegaon,Black Gram,63,6803,7300,7109,2015-05
Shegaon,Black Gram,21,7625,8250,8250,2016-05
Shegaon,Safflower,5,2600,2600,2600,2015-05
Shegaon,Safflower,5,1765,1765,1765,2016-05
Shegaon,Thymol/Lovage,436,8278,11473,9914,2015-05
Shegaon,Thymol/Lovage,253,10607,15743,14537,2016-05
Shegaon,Soybean,2250,3285,3839,3570,2015-05
Shegaon,Soybean,1121,3147,3803,3602,2016-05
Shegaon,Sunflower,20,3030,3030,3030,2015-05
Shegaon,Sesamum,10,6700,6983,6842,2015-05
Shegaon,Mustard,100,3214,3589,3427,2015-05
Shegaon,Mustard,18,3280,3400,3360,2016-05
Sindkhed Raja,Wheat(Husked),31,1467,1983,1767,2016-05
Sindkhed Raja,Sorgum(Jawar),261,1357,1754,1598,2016-05
Sindkhed Raja,Maize,5,1200,1500,1350,2016-05
Sindkhed Raja,Gram,8,4850,5800,5100,2016-05
Sindkhed Raja,Soybean,471,3741,3980,3883,2016-05
Buldhana,Wheat(Husked),15,1300,1800,1600,2014-11
Buldhana,Wheat(Husked),617,1420,1668,1540,2015-11
Buldhana,Sorgum(Jawar),17,1150,1800,1500,2014-11
Buldhana,Sorgum(Jawar),720,1075,1200,1131,2015-11
Buldhana,Maize,195,1150,1291,1218,2015-11
Buldhana,Gram,30,2200,2500,2350,2014-11
Buldhana,Gram,300,4180,4480,4320,2015-11
Buldhana,Green Gram,113,7433,7767,7567,2015-11
Buldhana,Black Gram,23,7200,7800,7500,2015-11
Buldhana,Soybean,350,2850,3200,3170,2014-11
Buldhana,Soybean,2255,3402,3702,3532,2015-11
Chikhali,Wheat(Husked),697,1350,1575,1462,2014-11
Chikhali,Wheat(Husked),1140,1394,1646,1520,2015-11
Chikhali,Sorgum(Jawar),60,1061,1175,1118,2014-11
Chikhali,Sorgum(Jawar),104,1161,1347,1253,2015-11
Chikhali,Maize,3,1000,1100,1050,2014-11
Chikhali,Maize,249,1091,1305,1204,2015-11
Chikhali,Gram,251,2001,2751,2376,2014-11
Chikhali,Gram,183,3668,4594,4134,2015-11
Chikhali,Green Gram,12,7400,8350,7875,2014-11
Chikhali,Green Gram,57,6136,7600,6878,2015-11
Chikhali,Pigeon Pea (Tur),13,4150,5101,4625,2014-11
Chikhali,Pigeon Pea (Tur),19,6301,7243,6800,2015-11
Chikhali,Black Gram,57,4675,5400,5038,2014-11
Chikhali,Black Gram,73,6000,10364,8266,2015-11
Chikhali,Soybean,4642,3000,3312,3156,2014-11
Chikhali,Soybean,23535,3324,3834,3580,2015-11
Deulgaon Raja,Cotton,23312,3925,4070,4010,2014-11
Deulgaon Raja,Cotton,19436,4006,4136,4074,2015-11
Jalgaon Jamod,Wheat(Husked),167,1317,1417,1367,2014-11
Jalgaon Jamod,Wheat(Husked),59,1350,1475,1413,2015-11
Jalgaon Jamod,Sorgum(Jawar),6,1175,1175,1175,2014-11
Jalgaon Jamod,Sorgum(Jawar),44,1075,1225,1150,2015-11
Jalgaon Jamod,Maize,789,914,1086,1000,2014-11
Jalgaon Jamod,Maize,656,1093,1279,1193,2015-11
Jalgaon Jamod,Gram,1,2100,2100,2100,2014-11
Jalgaon Jamod,Ground Nut Pods (Dry),82,3163,3388,3275,2014-11
Jalgaon Jamod,Ground Nut Pods (Dry),48,3750,4150,3925,2015-11
Jalgaon Jamod,Soybean,284,3006,3181,3088,2014-11
Jalgaon Jamod,Soybean,239,3100,3371,3236,2015-11
Jalgaon Jamod-Aasalgaon,Wheat(Husked),303,1300,1500,1400,2014-11
Jalgaon Jamod-Aasalgaon,Wheat(Husked),215,1314,1514,1414,2015-11
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),175,1100,1271,1186,2014-11
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),81,1140,1260,1200,2015-11
Jalgaon Jamod-Aasalgaon,Maize,1482,900,1088,994,2014-11
Jalgaon Jamod-Aasalgaon,Maize,1669,1050,1236,1143,2015-11
Jalgaon Jamod-Aasalgaon,Gram,96,2175,2425,2300,2014-11
Jalgaon Jamod-Aasalgaon,Gram,26,3500,4300,3900,2015-11
Jalgaon Jamod-Aasalgaon,Green Gram,274,7150,7875,7513,2014-11
Jalgaon Jamod-Aasalgaon,Green Gram,4,8000,8000,8000,2015-11
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),105,4333,4833,4583,2014-11
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),4,6500,6500,6500,2015-11
Jalgaon Jamod-Aasalgaon,Black Gram,48,4617,5183,4900,2014-11
Jalgaon Jamod-Aasalgaon,Soybean,5141,3075,3244,3159,2014-11
Jalgaon Jamod-Aasalgaon,Soybean,6980,3157,3586,3371,2015-11
Khamgaon,Cotton,28414,3996,4050,4023,2014-11
Khamgaon,Cotton,14468,4041,4204,4153,2015-11
Khamgaon,Bajri,2969,1093,1274,1183,2014-11
Khamgaon,Bajri,1593,1299,1531,1447,2015-11
Khamgaon,Wheat(Husked),6456,1290,1579,1434,2014-11
Khamgaon,Wheat(Husked),3954,1534,1675,1630,2015-11
Khamgaon,Sorgum(Jawar),7837,1054,1448,1251,2014-11
Khamgaon,Sorgum(Jawar),3175,1224,1372,1319,2015-11
Khamgaon,Maize,2028,893,1012,953,2014-11
Khamgaon,Maize,1478,1138,1362,1284,2015-11
Khamgaon,Gram,8479,2090,2840,2465,2014-11
Khamgaon,Gram,1130,3978,4721,4452,2015-11
Khamgaon,Green Gram,1376,7346,8116,7731,2014-11
Khamgaon,Green Gram,447,6746,7843,7514,2015-11
Khamgaon,Pigeon Pea (Tur),1672,4068,5090,4579,2014-11
Khamgaon,Pigeon Pea (Tur),157,7189,9393,8541,2015-11
Khamgaon,Black Gram,2506,4766,5432,5099,2014-11
Khamgaon,Black Gram,720,7585,10725,9629,2015-11
Khamgaon,Ground Nut Pods (Dry),262,3277,3484,3381,2014-11
Khamgaon,Sunflower,2137,2628,2948,2788,2014-11
Khamgaon,Sunflower,809,3050,3233,3163,2015-11
Khamgaon,Sesamum,79,9721,11158,10439,2014-11
Khamgaon,Sesamum,9,6400,7151,6776,2015-11
Khamgaon,Lemon,694,90,458,274,2014-11
Khamgaon,Lemon,897,213,631,461,2015-11
Khamgaon,Chillies(Red),82,4750,9125,6938,2014-11
Khamgaon,Chillies(Red),302,6000,11183,9433,2015-11
Lonar,Bajri,9,1310,1396,1355,2015-11
Lonar,Wheat(Husked),5100,1433,1506,1470,2014-11
Lonar,Wheat(Husked),466,1486,1564,1524,2015-11
Lonar,Sorgum(Jawar),435,1125,1250,1188,2014-11
Lonar,Sorgum(Jawar),168,1195,1291,1242,2015-11
Lonar,Gram,8250,2450,2758,2604,2014-11
Lonar,Gram,289,4211,4828,4548,2015-11
Lonar,Green Gram,2025,7325,8181,7756,2014-11
Lonar,Green Gram,160,6521,7939,7233,2015-11
Lonar,Pigeon Pea (Tur),180,4488,5025,4756,2014-11
Lonar,Black Gram,1320,4575,5325,4800,2014-11
Lonar,Black Gram,50,6814,8800,7843,2015-11
Lonar,Soybean,45000,3596,3754,3680,2015-11
Malkapur,Cotton,1053,3760,4050,3930,2014-11
Malkapur,Bajri,272,1108,1223,1175,2014-11
Malkapur,Bajri,362,1224,1441,1380,2015-11
Malkapur,Wheat(Husked),871,1395,1541,1465,2014-11
Malkapur,Wheat(Husked),978,1505,1709,1612,2015-11
Malkapur,Sorgum(Jawar),10603,1190,1498,1365,2014-11
Malkapur,Sorgum(Jawar),6752,1183,1399,1299,2015-11
Malkapur,Maize,7496,926,1126,1045,2014-11
Malkapur,Maize,32858,1154,1439,1386,2015-11
Malkapur,Gram,456,2172,2709,2561,2014-11
Malkapur,Gram,234,3729,4772,4396,2015-11
Malkapur,Green Gram,192,6609,7803,7541,2014-11
Malkapur,Green Gram,342,6617,8317,7889,2015-11
Malkapur,Pigeon Pea (Tur),169,4350,5017,4883,2014-11
Malkapur,Pigeon Pea (Tur),86,6554,8892,8373,2015-11
Malkapur,Black Gram,91,4313,5468,5171,2014-11
Malkapur,Black Gram,99,8263,10998,10038,2015-11
Malkapur,Soybean,10075,2886,3315,3173,2014-11
Malkapur,Soybean,24049,3016,3919,3611,2015-11
Malkapur,Onion,4170,1041,1627,1332,2014-11
Malkapur,Onion,11982,1105,1813,1556,2015-11
Malkapur,Chillies(Red),185,1900,2250,2150,2014-11
Malkapur,Chillies(Red),97,5219,11031,9381,2015-11
Mehkar,Wheat(Husked),2752,1308,1547,1445,2014-11
Mehkar,Wheat(Husked),1615,1443,1679,1591,2015-11
Mehkar,Sorgum(Jawar),247,1105,1429,1326,2014-11
Mehkar,Sorgum(Jawar),261,1092,1248,1203,2015-11
Mehkar,Maize,374,1140,1292,1233,2015-11
Mehkar,Gram,5175,2125,2821,2667,2014-11
Mehkar,Gram,664,3870,4777,4587,2015-11
Mehkar,Green Gram,316,7200,8365,8049,2014-11
Mehkar,Green Gram,141,6606,7561,7328,2015-11
Mehkar,Pigeon Pea (Tur),124,3875,4778,4467,2014-11
Mehkar,Black Gram,199,3935,5005,4631,2014-11
Mehkar,Black Gram,205,8032,9446,8932,2015-11
Mehkar,Soybean,53013,2963,3394,3271,2014-11
Mehkar,Soybean,40199,3263,3878,3776,2015-11
Nandura,Cotton,6626,3994,4050,4025,2014-11
Nandura,Bajri,2270,1162,1346,1274,2014-11
Nandura,Bajri,680,1236,1530,1530,2015-11
Nandura,Wheat(Husked),754,1400,1505,1470,2014-11
Nandura,Wheat(Husked),420,1431,1666,1666,2015-11
Nandura,Sorgum(Jawar),6996,1151,1420,1308,2014-11
Nandura,Sorgum(Jawar),3672,1187,1414,1402,2015-11
Nandura,Maize,1164,965,1191,1120,2014-11
Nandura,Maize,2184,1182,1419,1419,2015-11
Nandura,Gram,446,2385,2679,2560,2014-11
Nandura,Gram,177,3655,4556,4556,2015-11
Nandura,Green Gram,249,6603,7613,7319,2014-11
Nandura,Green Gram,50,6740,7410,7410,2015-11
Nandura,Pigeon Pea (Tur),531,4506,5024,4820,2014-11
Nandura,Pigeon Pea (Tur),25,7304,8393,8393,2015-11
Nandura,Black Gram,384,4646,5172,4961,2014-11
Nandura,Black Gram,57,8046,9502,9502,2015-11
Nandura,Soybean,24448,2950,3321,3182,2014-11
Nandura,Soybean,13739,3243,3811,3811,2015-11
Nandura,Sesamum,54,9897,11639,10994,2014-11
Nandura,Sesamum,45,5721,6996,6996,2015-11
Sangrampur,Wheat(Husked),324,1492,1700,1583,2014-11
Sangrampur,Sorgum(Jawar),158,992,1177,1083,2014-11
Sangrampur,Maize,79,817,983,900,2014-11
Sangrampur,Gram,98,2350,2533,2433,2014-11
Sangrampur,Green Gram,28,6620,8020,7400,2014-11
Sangrampur,Pigeon Pea (Tur),136,4325,4763,4475,2014-11
Sangrampur,Black Gram,4,4700,5300,5000,2014-11
Sangrampur,Soybean,1444,2600,3262,2960,2014-11
Sangrampur-Varvatbakal,Wheat(Husked),341,1242,1510,1415,2015-11
Sangrampur-Varvatbakal,Sorgum(Jawar),246,1042,1277,1208,2015-11
Sangrampur-Varvatbakal,Maize,33,1004,1160,1090,2015-11
Sangrampur-Varvatbakal,Gram,90,3233,4163,3904,2015-11
Sangrampur-Varvatbakal,Pigeon Pea (Tur),14,5964,7786,7229,2015-11
Sangrampur-Varvatbakal,Black Gram,2,6500,8550,7250,2015-11
Sangrampur-Varvatbakal,Soybean,1296,1825,3577,3419,2015-11
Shegaon,Bajri,53,1220,1220,1220,2014-11
Shegaon,Bajri,79,1304,1605,1591,2015-11
Shegaon,Wheat(Husked),424,1351,1480,1442,2014-11
Shegaon,Wheat(Husked),196,1382,1542,1489,2015-11
Shegaon,Sorgum(Jawar),5543,1058,1351,1201,2014-11
Shegaon,Sorgum(Jawar),1145,1203,1333,1268,2015-11
Shegaon,Maize,34,1025,1025,1025,2014-11
Shegaon,Maize,2,1203,1203,1203,2015-11
Shegaon,Gram,408,2250,2645,2452,2014-11
Shegaon,Gram,68,4111,4615,4349,2015-11
Shegaon,Green Gram,1628,7793,8270,8027,2014-11
Shegaon,Green Gram,145,7128,7781,7454,2015-11
Shegaon,Pigeon Pea (Tur),51,4401,4539,4447,2014-11
Shegaon,Pigeon Pea (Tur),23,7394,7832,7613,2015-11
Shegaon,Black Gram,1833,5057,5565,5297,2014-11
Shegaon,Black Gram,52,8231,9123,8677,2015-11
Shegaon,Thymol/Lovage,22,6229,6264,6229,2014-11
Shegaon,Thymol/Lovage,10,10096,10246,10171,2015-11
Shegaon,Soybean,14812,2937,3302,3119,2014-11
Shegaon,Soybean,8719,3200,3774,3487,2015-11
Shegaon,Sunflower,212,2869,2931,2920,2014-11
Shegaon,Sunflower,40,2968,3002,2985,2015-11
Shegaon,Sesamum,15,9330,9788,9684,2014-11
Shegaon,Sesamum,5,5961,5961,5961,2015-11
Shegaon,Mustard,2,2250,2250,2250,2014-11
Shegaon,Mustard,10,3173,3245,3190,2015-11
Buldhana,Wheat(Husked),45,1400,1725,1575,2015-10
Buldhana,Wheat(Husked),160,1505,1864,1673,2016-10
Buldhana,Sorgum(Jawar),59,1100,1325,1225,2015-10
Buldhana,Sorgum(Jawar),135,1325,1544,1425,2016-10
Buldhana,Maize,19,1533,1767,1633,2016-10
Buldhana,Gram,58,1800,2250,2000,2014-10
Buldhana,Gram,48,4250,4775,4500,2015-10
Buldhana,Gram,228,8409,9382,8868,2016-10
Buldhana,Green Gram,47,6260,6790,6550,2014-10
Buldhana,Green Gram,15,7500,8200,7800,2015-10
Buldhana,Green Gram,555,4300,4945,4591,2016-10
Buldhana,Pigeon Pea (Tur),12,5267,5933,5583,2016-10
Buldhana,Black Gram,35,9500,1050,1000,2015-10
Buldhana,Black Gram,1141,5582,6986,6223,2016-10
Buldhana,Soybean,491,2906,3120,2983,2014-10
Buldhana,Soybean,580,3500,3675,3575,2015-10
Buldhana,Soybean,2880,2182,2880,2527,2016-10
Buldhana-Dhad,Wheat(Husked),30,1400,1700,1500,2016-10
Buldhana-Dhad,Sorgum(Jawar),60,1200,1600,1400,2016-10
Buldhana-Dhad,Maize,187,1275,1613,1443,2016-10
Buldhana-Dhad,Green Gram,117,4480,5000,4710,2016-10
Buldhana-Dhad,Soybean,3001,2395,2890,2650,2016-10
Chikhali,Wheat(Husked),638,1493,1989,1741,2016-10
Chikhali,Sorgum(Jawar),183,1320,1564,1440,2016-10
Chikhali,Maize,66,1321,1513,1418,2016-10
Chikhali,Gram,383,7116,9100,8107,2016-10
Chikhali,Green Gram,1146,4540,4926,4744,2016-10
Chikhali,Pigeon Pea (Tur),232,5311,6243,5833,2016-10
Chikhali,Black Gram,4339,5507,7156,6351,2016-10
Chikhali,Soybean,48740,2317,3399,2753,2016-10
Deulgaon Raja,Cotton,2132,3904,4044,3927,2014-10
Deulgaon Raja,Cotton,8410,4160,4275,4228,2015-10
Deulgaon Raja,Cotton,3407,4467,4882,4640,2016-10
Jalgaon Jamod,Wheat(Husked),244,1257,1429,1343,2014-10
Jalgaon Jamod,Wheat(Husked),516,1275,1425,1350,2015-10
Jalgaon Jamod,Sorgum(Jawar),4,1000,1100,1050,2014-10
Jalgaon Jamod,Sorgum(Jawar),58,1150,1283,1217,2015-10
Jalgaon Jamod,Sorgum(Jawar),3,1250,1250,1250,2016-10
Jalgaon Jamod,Maize,47,950,1050,1000,2014-10
Jalgaon Jamod,Maize,446,988,1138,1063,2015-10
Jalgaon Jamod,Maize,80,1000,1200,1100,2016-10
Jalgaon Jamod,Gram,1,2000,2000,2000,2014-10
Jalgaon Jamod,Green Gram,2,6750,6750,6750,2014-10
Jalgaon Jamod,Green Gram,15,4250,4900,4700,2016-10
Jalgaon Jamod,Pigeon Pea (Tur),2,4400,4600,4500,2014-10
Jalgaon Jamod,Black Gram,10,5300,5900,5700,2016-10
Jalgaon Jamod,Ground Nut Pods (Dry),35,2750,3017,2883,2014-10
Jalgaon Jamod,Ground Nut Pods (Dry),55,3600,4200,3900,2015-10
Jalgaon Jamod,Soybean,220,2900,3100,3000,2014-10
Jalgaon Jamod,Soybean,307,3217,3483,3350,2015-10
Jalgaon Jamod,Soybean,392,2200,2700,2533,2016-10
Jalgaon Jamod-Aasalgaon,Wheat(Husked),335,1317,1517,1417,2014-10
Jalgaon Jamod-Aasalgaon,Wheat(Husked),258,1325,1542,1433,2015-10
Jalgaon Jamod-Aasalgaon,Wheat(Husked),1267,1425,1800,1613,2016-10
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),77,1013,1163,1088,2014-10
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),140,1133,1300,1217,2015-10
Jalgaon Jamod-Aasalgaon,Sorgum(Jawar),692,1183,1300,1250,2016-10
Jalgaon Jamod-Aasalgaon,Maize,3,1000,1200,1100,2014-10
Jalgaon Jamod-Aasalgaon,Maize,255,1007,1164,1086,2015-10
Jalgaon Jamod-Aasalgaon,Maize,1942,1071,1286,1193,2016-10
Jalgaon Jamod-Aasalgaon,Gram,40,2300,2500,2400,2014-10
Jalgaon Jamod-Aasalgaon,Gram,21,4000,4300,4150,2015-10
Jalgaon Jamod-Aasalgaon,Gram,13,8675,9100,8950,2016-10
Jalgaon Jamod-Aasalgaon,Green Gram,622,6667,7250,6958,2014-10
Jalgaon Jamod-Aasalgaon,Green Gram,20,9500,10000,9750,2015-10
Jalgaon Jamod-Aasalgaon,Green Gram,1089,4000,4878,4628,2016-10
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),228,4360,4840,4600,2014-10
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),24,8400,9200,8800,2015-10
Jalgaon Jamod-Aasalgaon,Pigeon Pea (Tur),927,5200,6329,5943,2016-10
Jalgaon Jamod-Aasalgaon,Black Gram,140,3967,4433,4200,2014-10
Jalgaon Jamod-Aasalgaon,Black Gram,11,9400,10200,9900,2015-10
Jalgaon Jamod-Aasalgaon,Black Gram,699,4513,6625,5700,2016-10
Jalgaon Jamod-Aasalgaon,Soybean,1026,2840,3100,2970,2014-10
Jalgaon Jamod-Aasalgaon,Soybean,1784,3481,3694,3588,2015-10
Jalgaon Jamod-Aasalgaon,Soybean,3406,2233,2861,2628,2016-10
Jalgaon Jamod-Aasalgaon,Sunflower,6,2800,3200,3000,2015-10
Jalgaon Jamod-Aasalgaon,Sesamum,1,6500,6500,6500,2014-10
Khamgaon,Cotton,4860,4250,4310,4287,2015-10
Khamgaon,Bajri,1653,1266,1394,1330,2014-10
Khamgaon,Bajri,150,1135,1204,1173,2015-10
Khamgaon,Bajri,86,1123,1237,1195,2016-10
Khamgaon,Wheat(Husked),5199,1291,1510,1400,2014-10
Khamgaon,Wheat(Husked),4658,1737,2040,1910,2015-10
Khamgaon,Wheat(Husked),955,1654,1856,1789,2016-10
Khamgaon,Sorgum(Jawar),714,1068,1151,1109,2014-10
Khamgaon,Sorgum(Jawar),3786,1126,1246,1206,2015-10
Khamgaon,Sorgum(Jawar),1175,1232,1487,1390,2016-10
Khamgaon,Maize,10,1190,1190,1190,2014-10
Khamgaon,Maize,1163,1141,1228,1200,2015-10
Khamgaon,Maize,73,1235,1295,1270,2016-10
Khamgaon,Gram,4760,2183,2729,2456,2014-10
Khamgaon,Gram,2441,4012,4936,4602,2015-10
Khamgaon,Gram,1359,7753,9401,8688,2016-10
Khamgaon,Green Gram,4263,6577,7536,7056,2014-10
Khamgaon,Green Gram,3330,7043,8722,8134,2015-10
Khamgaon,Green Gram,4533,4355,4953,4744,2016-10
Khamgaon,Pigeon Pea (Tur),2483,4091,5056,4573,2014-10
Khamgaon,Pigeon Pea (Tur),1144,7570,10873,9586,2015-10
Khamgaon,Pigeon Pea (Tur),8953,5700,6722,6338,2016-10
Khamgaon,Black Gram,4494,4083,4921,4502,2014-10
Khamgaon,Black Gram,5682,7891,11634,10199,2015-10
Khamgaon,Ground Nut Pods (Dry),353,3430,3605,3506,2014-10
Khamgaon,Ground Nut Pods (Dry),10,3625,3625,3625,2015-10
Khamgaon,Soybean,52679,2713,3191,2953,2014-10
Khamgaon,Sunflower,17,2600,2675,2637,2014-10
Khamgaon,Sunflower,126,3275,3342,3312,2015-10
Khamgaon,Sesamum,98,7944,9086,8515,2014-10
Khamgaon,Sesamum,24,5301,5776,5549,2015-10
Khamgaon,Sesamum,37,4750,5075,4932,2016-10
Khamgaon,Lemon,625,170,553,361,2014-10
Khamgaon,Lemon,1095,188,569,400,2015-10
Khamgaon,Lemon,831,150,683,468,2016-10
Khamgaon,Bullack,66,5000,30000,17500,2014-10
Khamgaon,Bullack,128,10000,25000,19250,2016-10
Khamgaon,Cow,3,7000,7000,7000,2016-10
Khamgaon,Sheep,10,1500,1500,1500,2016-10
Khamgaon,Buffalo,146,20000,56000,41500,2016-10
Khamgaon,Male Goat,184,2000,8000,5000,2014-10
Khamgaon,Chillies(Red),93,6850,8933,7892,2014-10
Khamgaon,Chillies(Red),695,5625,11050,8963,2015-10
Khamgaon,Chillies(Red),142,5867,9767,8142,2016-10
Lonar,Wheat(Husked),2835,1391,1454,1423,2014-10
Lonar,Wheat(Husked),673,1646,1734,1694,2015-10
Lonar,Wheat(Husked),265,1887,2118,2000,2016-10
Lonar,Sorgum(Jawar),630,1137,1253,1195,2014-10
Lonar,Sorgum(Jawar),2024,1158,1231,1188,2015-10
Lonar,Sorgum(Jawar),247,1817,2042,1925,2016-10
Lonar,Gram,2790,2446,2758,2600,2014-10
Lonar,Gram,3154,4142,4764,4456,2015-10
Lonar,Gram,321,8784,9283,9041,2016-10
Lonar,Green Gram,4590,6492,7417,6954,2014-10
Lonar,Green Gram,614,7691,8934,8310,2015-10
Lonar,Green Gram,2330,5202,5333,5262,2016-10
Lonar,Pigeon Pea (Tur),210,4175,4735,4455,2014-10
Lonar,Pigeon Pea (Tur),12,8513,9925,9219,2015-10
Lonar,Pigeon Pea (Tur),730,6463,6838,6650,2016-10
Lonar,Black Gram,3135,4375,4800,4588,2014-10
Lonar,Black Gram,403,9000,11800,9893,2015-10
Lonar,Black Gram,2820,6588,7203,6878,2016-10
Lonar,Soybean,59150,3525,3757,3644,2015-10
Malkapur,Bajri,34,1100,1300,1255,2014-10
Malkapur,Bajri,18,1290,1315,1283,2015-10
Malkapur,Bajri,7,1350,1393,1375,2016-10
Malkapur,Wheat(Husked),522,1411,1489,1456,2014-10
Malkapur,Wheat(Husked),1490,1527,1746,1598,2015-10
Malkapur,Wheat(Husked),617,1708,1946,1785,2016-10
Malkapur,Sorgum(Jawar),277,1070,1255,1135,2014-10
Malkapur,Sorgum(Jawar),6292,1155,1274,1217,2015-10
Malkapur,Sorgum(Jawar),2372,1289,1644,1414,2016-10
Malkapur,Maize,8426,1090,1277,1186,2015-10
Malkapur,Maize,545,1245,1428,1303,2016-10
Malkapur,Gram,96,2192,2560,2427,2014-10
Malkapur,Gram,384,3875,4995,4537,2015-10
Malkapur,Gram,265,7396,9694,8956,2016-10
Malkapur,Green Gram,197,6483,7538,7193,2014-10
Malkapur,Green Gram,1389,6716,9149,8466,2015-10
Malkapur,Green Gram,2811,4119,5125,4779,2016-10
Malkapur,Pigeon Pea (Tur),367,4303,5133,4925,2014-10
Malkapur,Pigeon Pea (Tur),361,7270,10311,9567,2015-10
Malkapur,Pigeon Pea (Tur),4865,5867,6613,6422,2016-10
Malkapur,Black Gram,133,4308,5233,4752,2014-10
Malkapur,Black Gram,556,7608,12021,9880,2015-10
Malkapur,Black Gram,2953,5304,7142,6607,2016-10
Malkapur,Soybean,4256,2782,3254,3140,2014-10
Malkapur,Soybean,43316,3053,3844,3615,2015-10
Malkapur,Sesamum,7,8350,8900,8850,2014-10
Malkapur,Sesamum,4,1365,1785,1500,2016-10
Malkapur,Onion,139,1075,1925,1700,2014-10
Malkapur,Onion,699,1350,2653,2025,2015-10
Malkapur,Onion,835,350,724,545,2016-10
Malkapur,Chillies(Red),54,7080,10025,8880,2015-10
Malkapur,Chillies(Red),747,2806,6814,4800,2016-10
Mehkar,Wheat(Husked),2325,1350,1655,1536,2015-10
Mehkar,Wheat(Husked),570,1578,1775,1664,2016-10
Mehkar,Sorgum(Jawar),248,1128,1306,1215,2015-10
Mehkar,Sorgum(Jawar),104,1624,1682,1646,2016-10
Mehkar,Maize,225,1171,1299,1240,2015-10
Mehkar,Gram,972,4046,5031,4725,2015-10
Mehkar,Gram,755,7683,9267,8330,2016-10
Mehkar,Green Gram,814,7727,8818,8236,2015-10
Mehkar,Green Gram,674,5219,5496,5335,2016-10
Mehkar,Pigeon Pea (Tur),61,7700,9934,8917,2015-10
Mehkar,Pigeon Pea (Tur),520,5916,6513,6236,2016-10
Mehkar,Black Gram,651,7791,11136,9628,2015-10
Mehkar,Black Gram,1470,6416,7243,6846,2016-10
Mehkar,Soybean,37981,2563,3131,2843,2016-10
Nandura,Bajri,1051,1237,1420,1337,2014-10
Nandura,Bajri,125,1147,1265,1265,2015-10
Nandura,Bajri,134,1278,1540,1540,2016-10
Nandura,Wheat(Husked),1356,1404,1527,1469,2014-10
Nandura,Wheat(Husked),942,1418,1611,1611,2015-10
Nandura,Wheat(Husked),236,1520,1773,1773,2016-10
Nandura,Sorgum(Jawar),471,1104,1307,1217,2014-10
Nandura,Sorgum(Jawar),2364,1134,1270,1259,2015-10
Nandura,Sorgum(Jawar),1107,1313,1564,1564,2016-10
Nandura,Maize,183,1032,1304,1237,2014-10
Nandura,Maize,1075,1165,1415,1415,2015-10
Nandura,Maize,176,1379,1770,1770,2016-10
Nandura,Gram,654,2243,2573,2434,2014-10
Nandura,Gram,201,3754,4782,4774,2015-10
Nandura,Gram,250,8079,9277,9277,2016-10
Nandura,Green Gram,1679,5946,7350,6883,2014-10
Nandura,Green Gram,305,7095,8628,8628,2015-10
Nandura,Green Gram,1240,4308,4868,4868,2016-10
Nandura,Pigeon Pea (Tur),452,4406,5022,4756,2014-10
Nandura,Pigeon Pea (Tur),161,8831,11015,11015,2015-10
Nandura,Pigeon Pea (Tur),2507,5905,6641,6641,2016-10
Nandura,Black Gram,917,4366,4819,4621,2014-10
Nandura,Black Gram,270,8792,11417,11417,2015-10
Nandura,Black Gram,1837,5582,7360,7360,2016-10
Nandura,Soybean,3879,2725,3134,2963,2014-10
Nandura,Soybean,13545,3181,3826,3826,2015-10
Nandura,Soybean,21296,2249,2870,2870,2016-10
Nandura,Sesamum,30,8756,9588,9300,2014-10
Nandura,Sesamum,104,5587,6832,6823,2015-10
Nandura,Sesamum,60,4796,5362,5362,2016-10
Nandura,Onion,1010,233,502,460,2016-10
Sangrampur,Wheat(Husked),711,1225,1425,1325,2014-10
Sangrampur,Wheat(Husked),83,1180,1500,1340,2015-10
